cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
39660,,452,"Rapid City, SD",Metropolitan Statistical Area,,"Rapid City-Spearfish, SD",Meade County,South Dakota,46,93,Central
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,,,Minnehaha County,South Dakota,46,99,Central
39660,,452,"Rapid City, SD",Metropolitan Statistical Area,,"Rapid City-Spearfish, SD",Pennington County,South Dakota,46,103,Central
38180,,,"Pierre, SD",Micropolitan Statistical Area,,,Stanley County,South Dakota,46,117,Central
38180,,,"Pierre, SD",Micropolitan Statistical Area,,,Sully County,South Dakota,46,119,Outlying
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,,,Turner County,South Dakota,46,125,Outlying
43580,,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,,"Sioux City-Vermillion, IA-SD-NE",Union County,South Dakota,46,127,Central
49460,,,"Yankton, SD",Micropolitan Statistical Area,,,Yankton County,South Dakota,46,135,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Anderson County,Tennessee,47,1,Central
43180,,400,"Shelbyville, TN",Micropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Bedford County,Tennessee,47,3,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Blount County,Tennessee,47,9,Central
17420,,174,"Cleveland, TN",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Bradley County,Tennessee,47,11,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Campbell County,Tennessee,47,13,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,47,15,Outlying
27740,,304,"Johnson City, TN",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Carter County,Tennessee,47,19,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,47,21,Outlying
27180,,,"Jackson, TN",Metropolitan Statistical Area,,,Chester County,Tennessee,47,23,Outlying
35460,,314,"Newport, TN",Micropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Cocke County,Tennessee,47,29,Central
46100,,,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,,,Coffee County,Tennessee,47,31,Central
27180,,,"Jackson, TN",Metropolitan Statistical Area,,,Crockett County,Tennessee,47,33,Outlying
18900,,,"Crossville, TN",Micropolitan Statistical Area,,,Cumberland County,Tennessee,47,35,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,47,37,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,47,43,Outlying
20540,,,"Dyersburg, TN",Micropolitan Statistical Area,,,Dyer County,Tennessee,47,45,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Fayette County,Tennessee,47,47,Outlying
46100,,,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,,,Franklin County,Tennessee,47,51,Outlying
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Grainger County,Tennessee,47,57,Outlying
24620,,,"Greeneville, TN",Micropolitan Statistical Area,,,Greene County,Tennessee,47,59,Central
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Hamblen County,Tennessee,47,63,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Hamilton County,Tennessee,47,65,Central
28700,,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Hawkins County,Tennessee,47,73,Central
37540,,,"Paris, TN",Micropolitan Statistical Area,,,Henry County,Tennessee,47,79,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Hickman County,Tennessee,47,81,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Jackson County,Tennessee,47,87,Outlying
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Jefferson County,Tennessee,47,89,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Knox County,Tennessee,47,93,Central
29980,,400,"Lawrenceburg, TN",Micropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Lawrence County,Tennessee,47,99,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Loudon County,Tennessee,47,105,Central
11940,,174,"Athens, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",McMinn County,Tennessee,47,107,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,47,111,Outlying
27180,,,"Jackson, TN",Metropolitan Statistical Area,,,Madison County,Tennessee,47,113,Central
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Marion County,Tennessee,47,115,Outlying
30280,,400,"Lewisburg, TN",Micropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Marshall County,Tennessee,47,117,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,47,119,Outlying
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Montgomery County,Tennessee,47,125,Central
46100,,,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,,,Moore County,Tennessee,47,127,Outlying
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Morgan County,Tennessee,47,129,Outlying
46460,,362,"Union City, TN-KY",Micropolitan Statistical Area,,"Martin-Union City, TN-KY",Obion County,Tennessee,47,131,Central
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Overton County,Tennessee,47,133,Outlying
17420,,174,"Cleveland, TN",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Polk County,Tennessee,47,139,Outlying
18260,,,"Cookeville, TN",Micropolitan Statistical Area,,,Putnam County,Tennessee,47,141,Central
19420,,174,"Dayton, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Rhea County,Tennessee,47,143,Central
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Roane County,Tennessee,47,145,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,47,147,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,47,149,Outlying
16860,,174,"Chattanooga, TN-GA",Metropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",Sequatchie County,Tennessee,47,153,Outlying
42940,,314,"Sevierville, TN",Micropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Sevier County,Tennessee,47,155,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Shelby County,Tennessee,47,157,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,47,159,Outlying
28700,,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Sullivan County,Tennessee,47,163,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,47,165,Central
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tipton County,Tennessee,47,167,Outlying
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,47,169,Outlying
27740,,304,"Johnson City, TN",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Unicoi County,Tennessee,47,171,Outlying
28940,,314,"Knoxville, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Union County,Tennessee,47,173,Outlying
32660,,,"McMinnville, TN",Micropolitan Statistical Area,,,Warren County,Tennessee,47,177,Central
27740,,304,"Johnson City, TN",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Washington County,Tennessee,47,179,Central
32280,,362,"Martin, TN",Micropolitan Statistical Area,,"Martin-Union City, TN-KY",Weakley County,Tennessee,47,183,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,47,187,Central
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,47,189,Central
37300,,,"Palestine, TX",Micropolitan Statistical Area,,,Anderson County,Texas,48,1,Central
11380,,,"Andrews, TX",Micropolitan Statistical Area,,,Andrews County,Texas,48,3,Central
31260,,,"Lufkin, TX",Micropolitan Statistical Area,,,Angelina County,Texas,48,5,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Aransas County,Texas,48,7,Outlying
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,,,Archer County,Texas,48,9,Outlying
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Armstrong County,Texas,48,11,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Atascosa County,Texas,48,13,Outlying
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Austin County,Texas,48,15,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Bandera County,Texas,48,19,Outlying
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Bastrop County,Texas,48,21,Outlying
13300,,,"Beeville, TX",Micropolitan Statistical Area,,,Bee County,Texas,48,25,Central
28660,,,"Killeen-Temple, TX",Metropolitan Statistical Area,,,Bell County,Texas,48,27,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Bexar County,Texas,48,29,Central
45500,,,"Texarkana, TX-AR",Metropolitan Statistical Area,,,Bowie County,Texas,48,37,Central
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Brazoria County,Texas,48,39,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Brazos County,Texas,48,41,Central
15220,,,"Brownwood, TX",Micropolitan Statistical Area,,,Brown County,Texas,48,49,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Burleson County,Texas,48,51,Outlying
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Caldwell County,Texas,48,55,Outlying
38920,,544,"Port Lavaca, TX",Micropolitan Statistical Area,,"Victoria-Port Lavaca, TX",Calhoun County,Texas,48,57,Central
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Callahan County,Texas,48,59,Outlying
15180,,154,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,,"Brownsville-Harlingen-Raymondville, TX",Cameron County,Texas,48,61,Central
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Carson County,Texas,48,65,Outlying
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Chambers County,Texas,48,71,Central
27380,,540,"Jacksonville, TX",Micropolitan Statistical Area,,"Tyler-Jacksonville, TX",Cherokee County,Texas,48,73,Central
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,,,Clay County,Texas,48,77,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Collin County,Texas,48,85,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Comal County,Texas,48,91,Central
23620,,206,"Gainesville, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Cooke County,Texas,48,97,Central
28660,,,"Killeen-Temple, TX",Metropolitan Statistical Area,,,Coryell County,Texas,48,99,Central
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Levelland, TX",Crosby County,Texas,48,107,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Dallas County,Texas,48,113,Central
29500,,,"Lamesa, TX",Micropolitan Statistical Area,,,Dawson County,Texas,48,115,Central
25820,,,"Hereford, TX",Micropolitan Statistical Area,,,Deaf Smith County,Texas,48,117,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Denton County,Texas,48,121,Outlying
36220,,372,"Odessa, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Ector County,Texas,48,135,Central
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Ellis County,Texas,48,139,Central
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",El Paso County,Texas,48,141,Central
44500,,,"Stephenville, TX",Micropolitan Statistical Area,,,Erath County,Texas,48,143,Central
47380,,,"Waco, TX",Metropolitan Statistical Area,,,Falls County,Texas,48,145,Outlying
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Fort Bend County,Texas,48,157,Central
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Galveston County,Texas,48,167,Central
23240,,,"Fredericksburg, TX",Micropolitan Statistical Area,,,Gillespie County,Texas,48,171,Central
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Glasscock County,Texas,48,173,Outlying
47020,,544,"Victoria, TX",Metropolitan Statistical Area,,"Victoria-Port Lavaca, TX",Goliad County,Texas,48,175,Outlying
37420,,,"Pampa, TX",Micropolitan Statistical Area,,,Gray County,Texas,48,179,Central
43300,,206,"Sherman-Denison, TX",Metropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Grayson County,Texas,48,181,Central
30980,,346,"Longview, TX",Metropolitan Statistical Area,,"Longview-Marshall, TX",Gregg County,Texas,48,183,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Guadalupe County,Texas,48,187,Central
38380,,,"Plainview, TX",Micropolitan Statistical Area,,,Hale County,Texas,48,189,Central
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Hardin County,Texas,48,199,Outlying
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Harris County,Texas,48,201,Central
32220,,346,"Marshall, TX",Micropolitan Statistical Area,,"Longview-Marshall, TX",Harrison County,Texas,48,203,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Hays County,Texas,48,209,Central
11980,,206,"Athens, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Henderson County,Texas,48,213,Central
32580,,365,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,,"McAllen-Edinburg, TX",Hidalgo County,Texas,48,215,Central
30220,,352,"Levelland, TX",Micropolitan Statistical Area,,"Lubbock-Levelland, TX",Hockley County,Texas,48,219,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Hood County,Texas,48,221,Outlying
44860,,206,"Sulphur Springs, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Hopkins County,Texas,48,223,Central
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Howard County,Texas,48,227,Central
21340,,238,"El Paso, TX",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",Hudspeth County,Texas,48,229,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Hunt County,Texas,48,231,Outlying
14420,,108,"Borger, TX",Micropolitan Statistical Area,,"Amarillo-Borger, TX",Hutchinson County,Texas,48,233,Central
41660,,,"San Angelo, TX",Metropolitan Statistical Area,,,Irion County,Texas,48,235,Outlying
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Jefferson County,Texas,48,245,Central
10860,,204,"Alice, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Jim Wells County,Texas,48,249,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Johnson County,Texas,48,251,Central
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Jones County,Texas,48,253,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Kaufman County,Texas,48,257,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Kendall County,Texas,48,259,Outlying
28780,,204,"Kingsville, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Kenedy County,Texas,48,261,Outlying
28500,,,"Kerrville, TX",Micropolitan Statistical Area,,,Kerr County,Texas,48,265,Central
28780,,204,"Kingsville, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Kleberg County,Texas,48,273,Central
37580,,,"Paris, TX",Micropolitan Statistical Area,,,Lamar County,Texas,48,277,Central
28660,,,"Killeen-Temple, TX",Metropolitan Statistical Area,,,Lampasas County,Texas,48,281,Outlying
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Liberty County,Texas,48,291,Outlying
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Levelland, TX",Lubbock County,Texas,48,303,Central
31180,,352,"Lubbock, TX",Metropolitan Statistical Area,,"Lubbock-Levelland, TX",Lynn County,Texas,48,305,Outlying
47380,,,"Waco, TX",Metropolitan Statistical Area,,,McLennan County,Texas,48,309,Central
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Martin County,Texas,48,317,Outlying
13060,,288,"Bay City, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Matagorda County,Texas,48,321,Central
20580,,,"Eagle Pass, TX",Micropolitan Statistical Area,,,Maverick County,Texas,48,323,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Medina County,Texas,48,325,Outlying
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Midland County,Texas,48,329,Central
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Montgomery County,Texas,48,339,Outlying
20300,,,"Dumas, TX",Micropolitan Statistical Area,,,Moore County,Texas,48,341,Central
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,,,Nacogdoches County,Texas,48,347,Central
18620,,206,"Corsicana, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Navarro County,Texas,48,349,Central
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Newton County,Texas,48,351,Outlying
45020,,,"Sweetwater, TX",Micropolitan Statistical Area,,,Nolan County,Texas,48,353,Central
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Nueces County,Texas,48,355,Central
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Oldham County,Texas,48,359,Outlying
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Orange County,Texas,48,361,Central
33420,,206,"Mineral Wells, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Palo Pinto County,Texas,48,363,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Parker County,Texas,48,367,Outlying
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Potter County,Texas,48,375,Central
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Randall County,Texas,48,381,Central
37780,,,"Pecos, TX",Micropolitan Statistical Area,,,Reeves County,Texas,48,389,Central
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,Robertson County,Texas,48,395,Outlying
19100,19124,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK",Rockwall County,Texas,48,397,Central
30980,,346,"Longview, TX",Metropolitan Statistical Area,,"Longview-Marshall, TX",Rusk County,Texas,48,401,Outlying
18580,,204,"Corpus Christi, TX",Metropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",San Patricio County,Texas,48,409,Central
43660,,,"Snyder, TX",Micropolitan Statistical Area,,,Scurry County,Texas,48,415,Central
46340,,540,"Tyler, TX",Metropolitan Statistical Area,,"Tyler-Jacksonville, TX",Smith County,Texas,48,423,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Somervell County,Texas,48,425,Outlying
40100,,365,"Rio Grande City, TX",Micropolitan Statistical Area,,"McAllen-Edinburg, TX",Starr County,Texas,48,427,Central
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Tarrant County,Texas,48,439,Central
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Taylor County,Texas,48,441,Central
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Titus County,Texas,48,449,Central
41660,,,"San Angelo, TX",Metropolitan Statistical Area,,,Tom Green County,Texas,48,451,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Travis County,Texas,48,453,Central
26660,,288,"Huntsville, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Trinity County,Texas,48,455,Outlying
30980,,346,"Longview, TX",Metropolitan Statistical Area,,"Longview-Marshall, TX",Upshur County,Texas,48,459,Outlying
46620,,,"Uvalde, TX",Micropolitan Statistical Area,,,Uvalde County,Texas,48,463,Central
19620,,,"Del Rio, TX",Micropolitan Statistical Area,,,Val Verde County,Texas,48,465,Central
47020,,544,"Victoria, TX",Metropolitan Statistical Area,,"Victoria-Port Lavaca, TX",Victoria County,Texas,48,469,Central
26660,,288,"Huntsville, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Walker County,Texas,48,471,Central
26420,,288,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,,"Houston-The Woodlands, TX",Waller County,Texas,48,473,Outlying
14780,,288,"Brenham, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Washington County,Texas,48,477,Central
29700,,,"Laredo, TX",Metropolitan Statistical Area,,,Webb County,Texas,48,479,Central
20900,,288,"El Campo, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Wharton County,Texas,48,481,Central
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,,,Wichita County,Texas,48,485,Central
46900,,,"Vernon, TX",Micropolitan Statistical Area,,,Wilbarger County,Texas,48,487,Central
39700,,154,"Raymondville, TX",Micropolitan Statistical Area,,"Brownsville-Harlingen-Raymondville, TX",Willacy County,Texas,48,489,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Williamson County,Texas,48,491,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,,,Wilson County,Texas,48,493,Outlying
19100,23104,206,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,"Fort Worth-Arlington, TX","Dallas-Fort Worth, TX-OK",Wise County,Texas,48,497,Outlying
49820,,,"Zapata, TX",Micropolitan Statistical Area,,,Zapata County,Texas,48,505,Central
36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Box Elder County,Utah,49,3,Central
30860,,,"Logan, UT-ID",Metropolitan Statistical Area,,,Cache County,Utah,49,5,Central
39220,,,"Price, UT",Micropolitan Statistical Area,,,Carbon County,Utah,49,7,Central
36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Davis County,Utah,49,11,Central
16260,,,"Cedar City, UT",Micropolitan Statistical Area,,,Iron County,Utah,49,21,Central
39340,,482,"Provo-Orem, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Juab County,Utah,49,23,Outlying
36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Morgan County,Utah,49,29,Outlying
41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Salt Lake County,Utah,49,35,Central
44920,,482,"Summit Park, UT",Micropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Summit County,Utah,49,43,Central
41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Tooele County,Utah,49,45,Outlying
46860,,,"Vernal, UT",Micropolitan Statistical Area,,,Uintah County,Utah,49,47,Central
39340,,482,"Provo-Orem, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Utah County,Utah,49,49,Central
25720,,482,"Heber, UT",Micropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Wasatch County,Utah,49,51,Central
41100,,,"St. George, UT",Metropolitan Statistical Area,,,Washington County,Utah,49,53,Central
36260,,482,"Ogden-Clearfield, UT",Metropolitan Statistical Area,,"Salt Lake City-Provo-Orem, UT",Weber County,Utah,49,57,Central
13540,,,"Bennington, VT",Micropolitan Statistical Area,,,Bennington County,Vermont,50,3,Central
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Chittenden County,Vermont,50,7,Central
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Essex County,Vermont,50,9,Outlying
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Franklin County,Vermont,50,11,Outlying
